ID,CL,VC,KA
1,0.544473,11.8819,1.38473
2,0.515829,8.31004,0.732289
3,0.380636,8.14517,0.726776
4,0.31140599999999996,13.137400000000001,0.9124249999999999
5,0.423923,12.5798,0.871174
6,0.539492,6.41105,0.9707009999999999
7,0.374981,18.249,1.30352
8,0.44337499999999996,13.484300000000001,0.86336
9,0.267795,7.478740000000001,0.8976449999999999
10,0.41432599999999997,13.2155,1.0682900000000002
11,0.73553,13.6828,0.619895
12,0.545053,9.423490000000001,1.8256900000000003
13,0.5292279999999999,16.336100000000002,1.0351000000000001
14,0.613821,12.228200000000001,0.772849
15,0.464346,11.126100000000001,1.52703
16,0.900366,17.4978,1.6445600000000002
17,0.37770299999999996,5.86582,1.1503800000000002
18,0.8635200000000001,15.4868,1.3487500000000001
19,0.672319,12.4867,1.2760900000000002
20,0.5353300000000001,8.05419,1.6497300000000001
21,0.502224,15.1403,0.766732
22,0.383785,8.861690000000001,1.0233400000000001
23,0.49250000000000005,15.3778,1.14237
24,0.537693,23.575200000000002,1.28807
25,0.38998299999999997,10.3137,1.26994
26,0.299021,13.517700000000001,0.749649
27,0.325171,7.221360000000001,1.0486300000000002
28,0.776536,11.353,1.06182
29,0.932788,12.7041,1.3596400000000002
30,0.5034879999999999,12.483600000000001,0.842958
31,0.607973,18.9374,0.5576500000000001
32,0.533264,15.6438,1.1087
33,0.653316,15.137400000000001,1.4747700000000001
34,0.248654,9.06868,1.3485
35,0.735161,8.85336,1.5681500000000002
36,0.481367,10.478200000000001,0.927118
37,0.5901000000000001,22.7864,1.826
38,0.319219,13.109900000000001,1.5566200000000001
39,0.571568,13.5129,0.694008
40,0.6564789999999999,10.006300000000001,0.9140739999999999
41,0.554661,14.337100000000001,0.8054739999999999
42,0.602783,7.920660000000001,0.942917
43,0.482597,13.161700000000002,0.7413609999999999
44,0.539783,11.167300000000001,1.48774
45,0.653516,12.5626,1.39094
46,0.6546839999999999,10.9534,1.0755100000000002
47,0.346327,11.1857,1.0201600000000002
48,0.413445,7.502820000000001,1.1023200000000002
49,0.39678399999999997,9.436760000000001,1.04387
50,0.290577,8.241760000000001,0.562676
51,0.560681,11.271500000000001,0.9215329999999999
52,0.41702799999999995,16.9034,0.9681559999999999
53,0.435932,8.612250000000001,1.2997100000000001
54,0.318058,18.1734,1.2100600000000001
55,0.5851919999999999,23.7449,0.7215659999999999
56,0.46504399999999996,12.6635,0.8164049999999999
57,0.550191,8.302200000000001,1.0806200000000001
58,0.339852,14.025300000000001,0.906138
59,0.9889169999999999,14.465,1.11561
60,0.43730199999999997,9.28162,1.2327800000000002
61,0.783422,14.0873,1.39758
62,0.575267,20.2113,2.04151
63,0.464408,9.966970000000002,0.937253
64,0.428344,10.077200000000001,1.1896200000000001
65,0.41507499999999997,10.6119,1.4186200000000002
66,0.46235099999999996,8.3681,0.8454659999999999
67,0.209701,16.2493,1.3054700000000001
68,0.333094,8.93532,0.887575
69,0.235418,10.752500000000001,0.653447
70,0.454374,9.19283,1.0332100000000002
71,0.30635,8.426210000000001,0.9601489999999999
72,0.380805,11.8393,0.6173449999999999
73,0.38277000000000005,8.413110000000001,1.1646400000000001
74,0.622508,8.00826,1.00742
75,0.499281,9.126330000000001,0.690688
76,0.5647500000000001,12.503300000000001,0.7690509999999999
77,0.7979269999999999,10.148200000000001,1.28187
78,0.587562,12.014000000000001,0.9679200000000001
79,0.450189,7.97468,1.43927
80,0.6200800000000001,14.882,0.91071
81,0.592842,11.274700000000001,1.1280100000000002
82,0.404701,8.207930000000001,0.9118449999999999
83,0.460837,12.296800000000001,0.832819
84,0.586197,8.827760000000001,1.9388900000000002
85,0.537725,10.936900000000001,0.6885600000000001
86,0.447355,9.01857,1.52024
87,0.687102,12.7066,1.9289300000000003
88,0.356609,12.661900000000001,0.938959
89,0.587021,13.138200000000001,1.1906500000000002
90,0.40599199999999996,11.098600000000001,1.6444
91,0.690419,15.3466,1.05606
92,0.404118,7.9427900000000005,1.36295
93,0.52354,11.1197,0.729325
94,0.35053,12.36,1.0714700000000001
95,0.554999,8.7788,0.7648929999999999
96,0.418357,16.4675,1.54106
97,0.8109489999999999,17.9703,0.693394
98,0.7372759999999999,14.735100000000001,1.10219
99,0.656277,12.503400000000001,1.0616800000000002
100,0.593494,18.4022,1.2735800000000002
